date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
5/30/2014,4,2.25,2060,8470,1.0,0.0,0.0,3,8,1440,620.0,1983,0.0,98006,47.5605,-122.124,2180,8978
1/15/2015,3,2.5,1500,10652,2.0,0.0,0.0,4,7,1500,0.0,1981,0.0,98031,47.4015,-122.176,1610,7417
6/2/2014,4,2.0,2360,6000,1.0,0.0,0.0,5,7,1260,1100.0,1939,0.0,98199,47.6534,-122.41,1720,6000
10/13/2014,4,1.5,1940,12100,1.0,0.0,0.0,3,7,1940,0.0,1962,0.0,98033,47.6892,-122.164,1380,12100
10/28/2014,3,1.0,1280,10000,1.0,0.0,0.0,4,7,1280,0.0,1954,0.0,98006,47.5716,-122.139,1240,10000
3/24/2015,4,3.5,3630,5670,2.0,0.0,0.0,3,10,3630,0.0,1970,0.0,98056,47.5189,-122.206,1620,5400
5/14/2014,3,2.5,1820,4883,2.0,0.0,0.0,3,9,1820,0.0,2005,0.0,98028,47.7355,-122.22399999999999,2720,5002
5/8/2014,2,1.5,960,1808,2.0,0.0,0.0,3,7,960,0.0,1993,0.0,98122,47.6183,-122.29799999999999,1290,1668
4/10/2015,3,1.75,1630,8400,1.0,0.0,0.0,4,7,1060,570.0,1955,0.0,98007,47.5983,-122.149,1630,7245
3/13/2015,4,2.25,1940,10200,1.0,0.0,0.0,3,7,1360,580.0,1960,0.0,98188,47.4253,-122.28299999999999,1940,10200
10/8/2014,3,1.0,980,9682,1.0,0.0,0.0,3,7,980,0.0,1969,0.0,98031,47.4136,-122.20700000000001,1580,9682
11/12/2014,4,2.5,3140,16200,1.0,0.0,1.0,3,9,2570,570.0,1988,0.0,98166,47.4363,-122.34200000000001,2530,13200
6/6/2014,4,2.75,2880,5750,1.5,0.0,0.0,5,9,1710,1170.0,1928,0.0,98116,47.5874,-122.387,1640,5750
4/15/2015,4,2.0,1650,7552,1.0,0.0,0.0,4,7,860,790.0,1977,0.0,98155,47.7765,-122.324,1410,7199
5/7/2015,3,1.75,1980,9220,2.0,0.0,0.0,3,8,1980,0.0,1987,0.0,98092,47.2602,-122.219,2080,8305
9/25/2014,3,1.0,860,9403,1.0,0.0,0.0,4,6,860,0.0,1942,0.0,98033,47.6815,-122.17299999999999,2136,13009
6/20/2014,3,1.0,1430,10005,1.5,0.0,0.0,4,7,1430,0.0,1950,0.0,98133,47.7181,-122.338,1720,8822
8/27/2014,3,1.75,1260,10164,1.0,0.0,0.0,4,6,1260,0.0,1964,0.0,98059,47.4752,-122.133,1190,10640
2/20/2015,3,1.0,960,4560,1.0,0.0,0.0,4,7,960,0.0,1968,0.0,98106,47.5539,-122.365,970,4800
4/30/2015,3,2.5,2060,7658,2.0,0.0,0.0,3,8,2060,0.0,2003,0.0,98023,47.2923,-122.36,2250,7299
10/20/2014,4,1.5,1430,6380,1.5,0.0,0.0,4,9,1430,0.0,1930,0.0,98125,47.7014,-122.31299999999999,1220,5112
5/22/2014,3,2.25,1670,1596,2.0,0.0,0.0,3,8,1220,450.0,2002,0.0,98199,47.6474,-122.396,1670,1596
4/22/2015,2,1.0,880,10950,1.0,0.0,0.0,4,7,880,0.0,1944,0.0,98133,47.7332,-122.352,1450,7560
7/1/2014,3,1.5,1300,19163,1.0,0.0,0.0,3,7,1300,0.0,1964,0.0,98052,47.6686,-122.15299999999999,1590,9744
4/27/2015,3,2.5,2680,17707,2.0,0.0,1.0,3,9,2680,0.0,1983,0.0,98034,47.7031,-122.22399999999999,2840,21743
1/25/2015,3,2.5,2140,10136,1.0,0.0,0.0,3,8,1320,820.0,1958,0.0,98006,47.5602,-122.184,1980,11200
8/28/2014,4,2.5,1820,16103,2.0,0.0,0.0,3,7,1820,0.0,2004,0.0,98030,47.3553,-122.196,2120,21277
6/19/2014,4,2.25,1820,8255,1.5,0.0,0.0,4,7,1320,500.0,1930,0.0,98133,47.723,-122.337,1550,7628
6/27/2014,2,1.0,1050,2570,1.0,0.0,0.0,5,7,850,200.0,1927,0.0,98117,47.6764,-122.366,1080,2800
5/13/2015,3,2.5,2100,6092,2.0,0.0,0.0,3,8,2100,0.0,2013,0.0,98028,47.7508,-122.23899999999999,2250,8592
11/7/2014,3,2.5,2210,6280,2.0,0.0,0.0,3,8,2210,0.0,2003,0.0,98038,47.35,-122.04299999999999,2250,5972
6/23/2014,2,1.0,860,2599,1.0,0.0,0.0,4,6,860,0.0,1901,0.0,98107,47.675,-122.37899999999999,1300,3900
4/6/2015,2,1.0,870,4025,1.0,0.0,0.0,3,7,870,0.0,1981,0.0,98034,47.7243,-122.161,1370,3488
4/8/2015,4,2.25,2570,11070,2.0,0.0,0.0,4,8,2570,0.0,1966,0.0,98058,47.4507,-122.152,2210,9600
9/4/2014,5,1.75,2980,53578,1.0,0.0,0.0,4,9,2230,750.0,1976,0.0,98027,47.4908,-122.059,2860,75546
2/26/2015,4,2.25,2360,7733,2.0,0.0,0.0,3,8,2360,0.0,1983,0.0,98058,47.4403,-122.137,2160,7733
2/25/2015,4,2.25,2310,36136,2.0,0.0,0.0,4,9,2310,0.0,1977,0.0,98072,47.7506,-122.12200000000001,3930,36136
6/16/2014,3,2.5,2300,9521,2.0,0.0,0.0,3,8,2300,0.0,2003,0.0,98019,47.7447,-121.976,3020,10042
8/19/2014,4,2.75,2810,8570,2.0,0.0,0.0,3,10,2810,0.0,1993,0.0,98004,47.6159,-122.211,2810,9621
12/3/2014,4,1.5,2040,10488,1.0,0.0,0.0,3,7,1190,850.0,1961,0.0,98188,47.4557,-122.26899999999999,1960,10488
5/7/2015,3,2.25,3290,5000,2.0,0.0,0.0,3,9,2730,560.0,1939,0.0,98105,47.6582,-122.28,2340,4000
5/22/2014,3,2.5,2670,10496,2.0,0.0,0.0,3,9,2670,0.0,1989,0.0,98074,47.6272,-122.02600000000001,2490,8636
5/4/2014,4,2.5,2530,9933,2.0,0.0,2.0,3,8,2010,520.0,1990,0.0,98092,47.2654,-122.21600000000001,2140,9933
6/11/2014,3,1.75,1720,5899,1.0,0.0,1.0,3,8,1220,500.0,1986,0.0,98136,47.5399,-122.385,1900,6244
9/12/2014,3,3.5,3090,27598,2.0,0.0,2.0,4,9,2020,1070.0,1995,0.0,98070,47.3541,-122.45299999999999,2180,17085
2/18/2015,4,2.5,3930,21894,2.0,0.0,0.0,3,11,3930,0.0,1987,0.0,98052,47.7209,-122.12799999999999,3930,20000
11/6/2014,3,1.0,1120,5200,1.0,0.0,0.0,5,7,1120,0.0,1976,0.0,98042,47.3638,-122.088,1690,5200
7/29/2014,4,2.25,3960,8640,2.0,0.0,2.0,3,9,2630,1330.0,1925,0.0,98112,47.6317,-122.304,3850,8640
9/23/2014,3,2.5,2350,9648,1.0,0.0,0.0,4,9,2350,0.0,1966,0.0,98008,47.6156,-122.10799999999999,2320,10512
5/12/2014,4,2.5,2380,7066,2.0,0.0,0.0,4,7,2380,0.0,1997,0.0,98031,47.3982,-122.17200000000001,2310,8127
4/8/2015,3,1.75,1480,8163,1.0,0.0,0.0,3,7,1040,440.0,1953,0.0,98004,47.63800000000001,-122.206,2170,11124
11/18/2014,3,2.5,2930,9280,2.0,0.0,0.0,4,10,2930,0.0,1988,0.0,98007,47.6335,-122.15100000000001,2730,10090
10/22/2014,3,1.5,1290,7100,1.0,0.0,0.0,3,6,1290,0.0,1954,0.0,98198,47.4227,-122.33200000000001,1300,7183
12/24/2014,2,2.5,2730,7246,2.0,0.0,0.0,3,9,2730,0.0,1998,0.0,98056,47.512,-122.175,3220,7214
8/11/2014,3,1.0,1290,5440,1.0,0.0,0.0,4,6,790,500.0,1929,0.0,98117,47.6951,-122.367,1220,5464
2/18/2015,4,2.5,2170,7533,2.0,0.0,0.0,3,8,2170,0.0,1991,0.0,98059,47.5057,-122.149,2170,8728
11/24/2014,4,1.75,1850,8580,1.0,0.0,0.0,3,7,1140,710.0,1960,0.0,98178,47.4877,-122.24,2210,9240
2/13/2015,4,2.5,2110,13939,1.0,0.0,0.0,3,8,1270,840.0,1978,0.0,98008,47.6431,-122.113,2140,8882
1/26/2015,2,1.0,960,3235,1.0,0.0,0.0,4,7,960,0.0,1916,0.0,98103,47.661,-122.344,1290,2069
8/20/2014,4,2.5,2590,6139,2.0,0.0,0.0,3,8,2590,0.0,2001,0.0,98038,47.3883,-122.035,2410,6139
3/20/2015,5,2.75,3080,6600,2.0,0.0,0.0,3,9,3080,0.0,2002,0.0,98058,47.4501,-122.12200000000001,3080,6600
11/19/2014,3,1.0,1630,8146,1.0,0.0,0.0,3,7,1630,0.0,1952,0.0,98125,47.7293,-122.29,1480,8146
8/26/2014,2,1.0,910,5000,1.0,0.0,0.0,4,6,910,0.0,1914,0.0,98117,47.683,-122.374,1480,5000
7/3/2014,3,2.5,2780,33503,1.5,0.0,1.0,4,8,2110,670.0,1969,0.0,98075,47.5844,-122.081,3150,15542
9/15/2014,5,3.0,3880,8432,2.0,0.0,0.0,3,7,3880,0.0,2004,0.0,98056,47.4806,-122.176,2620,5623
9/3/2014,3,1.75,1360,10742,1.0,0.0,0.0,5,7,960,400.0,1971,0.0,98058,47.4351,-122.17299999999999,1830,9000
7/11/2014,4,2.25,2560,8927,1.0,0.0,0.0,3,7,1790,770.0,1976,0.0,98001,47.34,-122.271,1920,9669
10/21/2014,4,2.5,2600,6015,2.0,0.0,0.0,3,8,2600,0.0,2004,0.0,98075,47.5971,-122.031,2910,5305
2/10/2015,3,2.25,1220,5739,1.0,0.0,0.0,3,7,790,430.0,1984,0.0,98115,47.6952,-122.32600000000001,1870,5739
8/5/2014,3,2.0,1560,9635,1.0,0.0,0.0,3,7,1260,300.0,1966,0.0,98003,47.341,-122.309,1570,8276
11/19/2014,4,2.5,2080,5191,2.0,0.0,0.0,3,8,2080,0.0,2001,0.0,98075,47.5978,-122.01700000000001,2170,5518
8/28/2014,3,1.5,1490,6604,1.0,0.0,0.0,4,6,1490,0.0,1918,0.0,98166,47.4683,-122.351,1330,6604
6/5/2014,4,2.75,2020,10720,1.0,0.0,0.0,4,8,1420,600.0,1976,0.0,98052,47.6373,-122.104,2190,10164
11/18/2014,3,1.5,1530,10827,1.0,0.0,0.0,4,8,1530,0.0,1955,0.0,98039,47.6354,-122.234,2050,10827
9/22/2014,4,2.5,3450,17400,1.5,0.0,0.0,4,9,2180,1270.0,1964,0.0,98004,47.5969,-122.206,3770,19530
5/20/2014,3,2.25,1400,31626,1.0,0.0,0.0,2,7,1140,260.0,1987,0.0,98092,47.3029,-122.069,1680,35093
6/6/2014,2,1.0,1730,9610,1.0,0.0,0.0,3,7,1380,350.0,1962,0.0,98001,47.2956,-122.285,1310,9812
11/17/2014,3,1.0,1370,6450,1.0,0.0,0.0,3,7,1370,0.0,1948,0.0,98125,47.7195,-122.288,1550,6898
12/4/2014,2,1.5,1050,934,2.0,0.0,0.0,3,8,960,90.0,2007,0.0,98122,47.6029,-122.309,1470,1885
7/29/2014,5,1.75,2840,10220,1.0,0.0,0.0,4,7,2210,630.0,1954,0.0,98177,47.763999999999996,-122.36,2000,9750
5/16/2014,2,1.0,1010,5200,1.0,0.0,0.0,3,7,1010,0.0,1955,0.0,98198,47.4166,-122.323,1580,7500
2/10/2015,2,1.0,1210,7140,1.5,0.0,0.0,3,6,1210,0.0,1921,0.0,98133,47.7225,-122.34899999999999,1150,7376
2/5/2015,5,1.75,1720,14040,1.0,0.0,0.0,4,8,1150,570.0,1956,0.0,98133,47.7365,-122.339,1750,7800
8/29/2014,3,2.0,2710,5000,2.0,0.0,0.0,3,6,2710,0.0,1951,0.0,98126,47.5188,-122.37299999999999,850,5000
5/12/2014,4,2.5,3110,6142,2.0,0.0,0.0,3,9,3110,0.0,2004,0.0,98052,47.701,-122.111,3200,6826
4/1/2015,2,1.0,1250,9270,1.0,0.0,0.0,4,7,1250,0.0,1948,0.0,98133,47.7284,-122.339,1130,6800
8/25/2014,3,1.75,1900,8910,2.0,0.0,0.0,4,7,1900,0.0,1988,0.0,98092,47.2769,-122.145,1610,8586
4/22/2015,3,1.75,1740,7682,1.0,0.0,0.0,3,8,1330,410.0,1978,0.0,98058,47.4451,-122.126,2010,8820
1/20/2015,4,2.5,2070,3808,2.0,0.0,0.0,3,8,2070,0.0,2003,0.0,98058,47.4498,-122.12,1900,2992
1/2/2015,4,3.0,3610,18948,2.0,0.0,0.0,3,10,3610,0.0,1993,0.0,98023,47.2911,-122.34200000000001,3568,18948
3/23/2015,3,1.5,1520,6805,1.0,0.0,0.0,4,7,1040,480.0,1981,0.0,98023,47.2907,-122.367,1440,7041
10/28/2014,3,2.75,2780,4815,3.0,0.0,2.0,3,10,2780,0.0,1974,0.0,98105,47.6569,-122.286,2820,5000
8/5/2014,3,1.75,2590,8384,1.0,0.0,0.0,4,8,1590,1000.0,1971,0.0,98011,47.7739,-122.199,2590,8800
3/20/2015,4,1.0,1150,5217,1.5,0.0,0.0,3,7,1150,0.0,1951,0.0,98115,47.6806,-122.287,1220,5217
1/22/2015,2,1.0,920,5120,1.0,0.0,0.0,5,7,920,0.0,1952,0.0,98136,47.5569,-122.39399999999999,1190,5120
6/16/2014,3,2.5,2110,3600,2.0,0.0,0.0,3,9,2110,0.0,2005,0.0,98052,47.665,-122.08200000000001,2540,4384
6/19/2014,3,1.75,1170,8740,1.0,0.0,0.0,4,7,1170,0.0,1968,0.0,98052,47.6849,-122.117,1870,8448
6/25/2014,6,2.0,1900,8240,1.0,0.0,0.0,2,7,1200,700.0,1964,0.0,98125,47.7037,-122.296,1900,8240
3/19/2015,6,2.0,1900,8240,1.0,0.0,0.0,2,7,1200,700.0,1964,0.0,98125,47.7037,-122.296,1900,8240
2/13/2015,4,2.5,3290,6012,2.0,0.0,0.0,3,9,3290,0.0,2005,0.0,98075,47.5961,-121.98,3210,6005
7/14/2014,4,2.5,2660,22050,2.0,0.0,0.0,3,9,2660,0.0,1996,0.0,98059,47.4911,-122.125,3060,21111
9/4/2014,3,2.5,2160,7584,2.0,0.0,0.0,3,8,2160,0.0,1988,0.0,98029,47.5751,-122.014,2160,7372
6/17/2014,4,2.75,2700,35362,2.0,0.0,0.0,5,8,2700,0.0,1976,0.0,98077,47.7628,-122.094,2810,35915
8/8/2014,3,2.5,1980,6608,2.0,0.0,0.0,3,8,1980,0.0,1994,0.0,98092,47.2642,-122.213,2150,7495
6/26/2014,4,2.25,2600,9900,1.0,0.0,0.0,3,7,1600,1000.0,1965,0.0,98178,47.4881,-122.23700000000001,1770,11250
1/6/2015,3,1.0,1280,9775,1.0,0.0,0.0,3,6,1280,0.0,1964,0.0,98003,47.3262,-122.334,1230,8750
4/2/2015,3,1.5,1710,17707,1.0,0.0,0.0,4,7,1180,530.0,1947,0.0,98040,47.5393,-122.21600000000001,2590,9508
3/5/2015,4,1.75,1270,6825,1.0,0.0,2.0,3,7,1270,0.0,1950,0.0,98178,47.5051,-122.242,1800,6930
3/24/2015,3,2.25,1890,7314,1.0,0.0,0.0,3,7,1100,790.0,1981,0.0,98031,47.4121,-122.17200000000001,1520,7676
5/8/2015,3,1.0,1190,5280,1.0,0.0,0.0,4,7,1190,0.0,1957,0.0,98146,47.5131,-122.383,1280,5280
11/6/2014,2,1.0,1030,4366,1.0,0.0,0.0,3,7,1030,0.0,1912,0.0,98136,47.5311,-122.384,1890,4499
7/16/2014,3,1.75,1240,4000,1.0,0.0,0.0,3,7,1240,0.0,1986,0.0,98055,47.4728,-122.191,1570,4586
3/27/2015,3,1.0,1730,21183,1.0,0.0,0.0,3,7,1030,700.0,1955,0.0,98168,47.5024,-122.33200000000001,1610,13000
11/13/2014,5,1.0,1590,5000,1.5,0.0,0.0,3,7,1190,400.0,1929,0.0,98116,47.5752,-122.381,1590,5000
3/5/2015,3,2.5,1760,3097,2.0,0.0,0.0,3,8,1760,0.0,1992,0.0,98029,47.5764,-121.99600000000001,1760,3285
3/3/2015,3,2.0,1330,35060,1.0,0.0,0.0,3,7,1330,0.0,1989,0.0,98092,47.3128,-122.13,1660,35100
4/23/2015,4,2.5,2340,5420,2.0,0.0,0.0,3,8,2340,0.0,2003,0.0,98038,47.3773,-122.029,2420,6252
3/23/2015,3,2.25,3740,22464,2.0,0.0,0.0,5,8,2330,1410.0,1966,0.0,98004,47.6354,-122.196,2680,19564
6/24/2014,3,1.75,1150,10466,1.0,0.0,0.0,5,7,1150,0.0,1959,0.0,98006,47.5531,-122.177,1350,10384
8/25/2014,3,2.5,1750,4200,2.0,0.0,0.0,3,7,1750,0.0,2005,0.0,98038,47.3605,-122.04,1890,4048
7/21/2014,4,2.5,1770,6666,2.0,0.0,0.0,3,7,1770,0.0,1989,0.0,98023,47.2877,-122.34899999999999,1780,6666
9/17/2014,3,1.0,1160,3700,1.5,0.0,0.0,3,7,1160,0.0,1909,0.0,98106,47.5651,-122.359,1340,3750
7/24/2014,3,1.0,1440,5580,1.5,0.0,0.0,3,7,1440,0.0,1908,0.0,98115,47.6898,-122.32600000000001,2010,5580
7/7/2014,4,2.0,2600,4800,1.0,0.0,2.0,3,8,1400,1200.0,1953,0.0,98119,47.637,-122.37100000000001,2050,3505
11/21/2014,3,3.25,2640,16090,1.0,0.0,2.0,4,8,1960,680.0,1976,0.0,98040,47.5374,-122.213,3690,15000
5/7/2014,2,1.0,1010,3885,1.5,0.0,0.0,4,7,1010,0.0,1906,0.0,98112,47.6224,-122.304,1770,4200
12/19/2014,3,2.0,1840,6755,1.0,0.0,2.0,3,8,1840,0.0,1989,0.0,98003,47.3512,-122.305,1790,6459
10/28/2014,4,1.75,1720,7455,1.0,0.0,0.0,4,7,1020,700.0,1963,0.0,98058,47.4669,-122.182,1720,7700
12/23/2014,3,1.5,1280,9600,1.0,0.0,0.0,4,7,1280,0.0,1960,0.0,98033,47.6922,-122.163,1510,10005
5/29/2014,4,1.75,1700,7800,1.0,0.0,0.0,5,7,1120,580.0,1981,0.0,98059,47.4801,-122.15799999999999,1560,7800
3/23/2015,4,2.5,1980,12062,2.0,0.0,0.0,3,8,1980,0.0,1992,0.0,98031,47.4038,-122.167,2300,7902
7/29/2014,3,2.0,1160,7217,1.0,0.0,0.0,3,7,1160,0.0,1969,0.0,98034,47.7279,-122.227,1870,9104
8/5/2014,4,1.75,1980,7840,1.0,0.0,0.0,4,7,990,990.0,1961,0.0,98008,47.6226,-122.115,1520,8400
6/23/2014,3,2.5,1960,12476,2.0,0.0,0.0,4,8,1960,0.0,1989,0.0,98056,47.5315,-122.17200000000001,2450,12177
6/17/2014,3,1.5,1270,20700,1.0,0.0,0.0,2,7,1150,120.0,1948,0.0,98155,47.7576,-122.296,1990,15000
5/16/2014,3,2.25,2060,38377,1.0,0.0,0.0,4,8,1560,500.0,1978,0.0,98003,47.2752,-122.319,2080,60513
12/11/2014,3,1.75,1980,11274,1.0,0.0,0.0,4,7,1480,500.0,1968,0.0,98058,47.4474,-122.167,1520,8010
4/6/2015,3,2.5,1450,8977,1.0,0.0,0.0,3,8,1450,0.0,1990,0.0,98092,47.2576,-122.214,2410,8850
8/12/2014,3,1.5,1200,12000,1.0,0.0,0.0,3,7,1200,0.0,1986,0.0,98001,47.268,-122.245,1200,9405
5/5/2015,3,1.75,1830,17349,1.0,0.0,0.0,3,8,1230,600.0,1977,0.0,98072,47.7427,-122.109,1840,11694
6/2/2014,3,1.75,1510,8301,1.0,0.0,0.0,3,7,1510,0.0,1967,0.0,98034,47.7243,-122.22200000000001,1460,7910
5/1/2015,3,2.25,1310,1264,3.0,0.0,0.0,3,8,1310,0.0,2014,0.0,98117,47.6987,-122.366,1330,2183
6/4/2014,4,2.75,3790,10669,2.0,0.0,0.0,3,10,3790,0.0,1999,0.0,98075,47.5976,-121.98299999999999,3750,11634
1/20/2015,3,2.25,2240,8800,1.0,0.0,0.0,5,8,2240,0.0,1957,0.0,98005,47.5937,-122.17200000000001,2240,8800
5/15/2014,4,3.25,2740,7266,2.0,0.0,0.0,3,9,2060,680.0,2003,0.0,98027,47.5346,-122.066,3030,6546
7/24/2014,3,2.5,1660,10763,2.0,0.0,0.0,3,7,1660,0.0,1994,0.0,98038,47.3812,-122.029,2010,7983
6/24/2014,3,1.0,1480,7284,1.0,0.0,0.0,3,7,970,510.0,1963,0.0,98133,47.7757,-122.353,2020,7920
5/27/2014,3,2.75,2640,4050,1.5,0.0,0.0,5,8,1750,890.0,1926,0.0,98112,47.6332,-122.281,1920,3600
8/4/2014,6,2.0,1900,8057,1.0,0.0,0.0,4,7,1170,730.0,1959,0.0,98133,47.762,-122.335,2090,8626
8/11/2014,3,2.0,2860,24046,1.0,0.0,0.0,3,9,1700,1160.0,1985,0.0,98019,47.7718,-121.904,1460,13648
7/8/2014,4,3.5,3440,6000,2.0,0.0,0.0,4,8,3440,0.0,2002,0.0,98198,47.4077,-122.331,1660,7800
6/25/2014,3,1.75,1640,10695,1.0,0.0,2.0,3,8,1640,0.0,1975,0.0,98034,47.7145,-122.22200000000001,2790,9775
7/30/2014,3,1.0,1450,3350,1.5,0.0,0.0,4,7,1450,0.0,1919,0.0,98126,47.5607,-122.37799999999999,1340,4255
6/8/2014,3,2.5,2300,7398,2.0,0.0,0.0,3,8,2300,0.0,2001,0.0,98065,47.5369,-121.876,2580,6983
10/6/2014,3,1.5,1460,8505,1.0,0.0,0.0,4,7,1460,0.0,1955,0.0,98055,47.4402,-122.195,1580,8505
12/30/2014,3,2.0,1570,14992,1.0,0.0,0.0,3,8,1570,0.0,2001,0.0,98014,47.6965,-121.92200000000001,1640,15000
4/30/2015,3,2.0,1540,8885,1.5,0.0,0.0,5,6,1540,0.0,1939,0.0,98019,47.7403,-121.984,1730,5000
12/26/2014,6,3.0,3300,4218,2.0,0.0,0.0,3,8,2200,1100.0,1970,0.0,98103,47.6557,-122.344,1420,4218
6/12/2014,4,2.25,2130,11843,2.0,0.0,0.0,4,9,2130,0.0,1972,0.0,98040,47.5358,-122.225,2380,11643
12/10/2014,3,1.0,1010,9750,1.0,0.0,0.0,5,7,1010,0.0,1969,0.0,98042,47.3244,-122.14399999999999,1230,9750
9/29/2014,4,3.0,2420,12000,1.0,0.0,0.0,3,9,2420,0.0,1984,0.0,98077,47.7267,-122.06299999999999,3100,13020
2/6/2015,3,3.25,3870,33980,2.0,0.0,0.0,3,10,3150,720.0,1991,0.0,98006,47.5589,-122.117,3590,10750
2/6/2015,2,1.5,1960,6000,1.0,0.0,0.0,3,8,1210,750.0,1951,0.0,98103,47.6849,-122.333,2060,6000
4/14/2015,3,1.0,1170,9000,1.0,0.0,0.0,4,6,1170,0.0,1918,0.0,98022,47.2109,-121.98700000000001,1280,8160
12/12/2014,3,1.5,1890,7650,1.0,0.0,0.0,5,7,1890,0.0,1966,0.0,98003,47.3454,-122.314,1510,7560
8/12/2014,3,2.5,2250,4134,2.0,0.0,0.0,3,9,2250,0.0,2004,0.0,98052,47.6651,-122.084,2390,4134
1/22/2015,3,1.75,1610,14000,1.0,0.0,0.0,4,7,1050,560.0,1977,0.0,98010,47.3429,-122.036,1550,10080
5/7/2015,4,2.25,2590,36256,2.0,0.0,0.0,3,8,2590,0.0,1978,0.0,98077,47.769,-122.094,2670,35657
4/22/2015,3,2.5,2520,3750,2.0,0.0,1.0,4,9,2520,0.0,1995,0.0,98116,47.5671,-122.404,2250,6200
4/11/2015,4,1.0,1340,8400,1.0,0.0,0.0,5,7,1340,0.0,1966,0.0,98023,47.3313,-122.34299999999999,1120,8400
7/1/2014,3,2.25,1460,941,3.0,0.0,0.0,3,8,1460,0.0,2006,0.0,98133,47.7145,-122.35600000000001,1490,1399
11/11/2014,3,1.75,1380,7500,1.0,0.0,0.0,3,7,1380,0.0,1988,0.0,98038,47.3628,-122.045,1530,7500
9/10/2014,3,1.75,1510,11120,1.0,0.0,0.0,4,8,1510,0.0,1984,0.0,98005,47.5931,-122.15799999999999,2660,10800
8/6/2014,5,2.5,2510,83231,1.0,0.0,0.0,4,7,1260,1250.0,1975,0.0,98027,47.4576,-121.984,2460,46431
3/7/2015,3,1.0,910,8008,1.0,0.0,0.0,3,7,910,0.0,1971,0.0,98034,47.726000000000006,-122.22,1480,7404
4/3/2015,3,2.5,1970,3655,2.0,0.0,0.0,3,7,1970,0.0,2003,0.0,98019,47.7453,-121.984,1970,2952
2/24/2015,3,1.75,1540,6632,1.0,0.0,0.0,3,7,1070,470.0,1959,0.0,98178,47.4973,-122.25200000000001,2510,6618
1/28/2015,4,2.5,1980,9757,2.0,0.0,0.0,5,7,1980,0.0,1995,0.0,98038,47.3675,-122.01899999999999,1610,6147
6/17/2014,4,2.75,3150,38865,1.0,0.0,0.0,3,10,2480,670.0,1986,0.0,98052,47.7302,-122.10600000000001,3150,35880
10/8/2014,3,2.25,2300,15952,1.0,0.0,0.0,4,8,1150,1150.0,1963,0.0,98039,47.6322,-122.23200000000001,2200,14284
11/25/2014,4,2.75,2640,3750,2.0,0.0,0.0,5,7,1840,800.0,1911,0.0,98117,47.6783,-122.363,1690,5000
7/15/2014,4,2.25,2670,10050,1.0,0.0,0.0,4,8,1420,1250.0,1962,0.0,98032,47.3792,-122.28,2190,10050
10/3/2014,4,1.75,1840,4280,1.0,0.0,0.0,4,7,920,920.0,1918,0.0,98105,47.6681,-122.32,1660,4280
8/14/2014,3,1.0,1120,10665,1.0,0.0,0.0,4,6,1120,0.0,1961,0.0,98001,47.2886,-122.274,1240,10639
4/9/2015,4,2.5,2970,9072,2.0,0.0,0.0,3,10,2970,0.0,1991,0.0,98006,47.562,-122.11399999999999,2740,8729
3/12/2015,3,2.25,1410,7740,1.0,0.0,0.0,5,6,1410,0.0,1923,0.0,98126,47.523,-122.37100000000001,1220,7740
12/9/2014,4,2.5,3060,8167,2.0,0.0,0.0,3,9,3060,0.0,2005,0.0,98029,47.5521,-121.98899999999999,2930,4800
2/9/2015,3,1.75,2490,7210,1.0,0.0,0.0,3,7,1290,0.0,1972,0.0,98034,47.726000000000006,-122.198,1610,7210
10/3/2014,1,0.75,840,7203,1.5,0.0,0.0,3,6,840,0.0,1949,0.0,98168,47.4756,-122.301,1560,8603
4/24/2015,1,0.75,840,7203,1.5,0.0,0.0,3,6,840,0.0,1949,0.0,98168,47.4756,-122.301,1560,8603
8/14/2014,2,1.0,1130,3800,1.0,0.0,0.0,4,7,1130,0.0,1916,0.0,98117,47.6862,-122.37799999999999,1470,3800
6/24/2014,4,1.75,1850,6000,1.0,0.0,0.0,4,6,1270,580.0,1944,0.0,98178,47.4923,-122.24700000000001,1270,6600
11/5/2014,4,2.75,2330,14175,1.0,0.0,0.0,3,7,1800,530.0,1980,0.0,98031,47.4193,-122.194,1480,10125
5/7/2015,4,2.5,1880,9426,2.0,0.0,0.0,4,7,1880,0.0,1990,0.0,98042,47.3584,-122.089,1760,7040
8/27/2014,4,3.5,2980,3000,2.0,0.0,0.0,3,9,2340,640.0,2008,0.0,98115,47.6768,-122.32600000000001,1810,4545
3/26/2015,4,1.0,1440,6678,1.0,0.0,0.0,3,7,1040,400.0,1950,0.0,98116,47.57100000000001,-122.39200000000001,1320,6678
4/28/2015,3,1.75,1630,10001,1.0,0.0,0.0,4,7,1100,530.0,1977,0.0,98042,47.3605,-122.12,1630,10001
6/24/2014,3,2.5,1930,4500,2.0,0.0,0.0,3,8,1930,0.0,1990,0.0,98029,47.5791,-122.001,1770,4500
8/26/2014,2,0.75,1130,11429,1.0,0.0,0.0,3,7,1130,0.0,1956,0.0,98188,47.4526,-122.28399999999999,1550,10700
7/14/2014,2,1.75,1650,7500,1.0,0.0,0.0,4,7,1000,650.0,1959,0.0,98033,47.6871,-122.20700000000001,2530,9000
5/7/2014,2,1.0,820,2723,1.0,0.0,0.0,3,7,820,0.0,1921,0.0,98103,47.6623,-122.339,1370,3850
