,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,renovated,MHI
10824,4.0,2.5,3770.0,35081.0,2.0,0.0,0.0,3,10,3770.0,0.0,1989,98053,47.6908,-122.051,4000.0,35492.0,0,173940.0
10825,4.0,2.5,2672.0,4297.0,2.0,0.0,0.0,3,8,2020.0,652.0,2005,98115,47.6955,-122.289,1720.0,6120.0,0,191486.0
10826,3.0,1.0,1180.0,4219.0,1.0,0.0,0.0,3,7,1060.0,120.0,1939,98117,47.6867,-122.37799999999999,1630.0,4219.0,0,125043.0
10827,3.0,1.5,1810.0,14400.0,1.0,0.0,0.0,4,7,1810.0,0.0,1954,98001,47.2887,-122.26899999999999,1710.0,12000.0,0,73583.0
10828,3.0,3.0,2610.0,22672.0,1.5,1.0,4.0,4,8,2610.0,0.0,1952,98166,47.4414,-122.354,2810.0,22672.0,0,131806.0
10829,3.0,2.25,1450.0,13439.0,1.0,0.0,0.0,4,7,1180.0,270.0,1963,98003,47.2811,-122.29899999999999,1520.0,12348.0,0,73583.0
10830,2.0,2.0,1600.0,64468.0,1.0,0.0,0.0,3,7,1600.0,0.0,1950,98072,47.7344,-122.14299999999999,1950.0,64468.0,0,212961.0
10831,3.0,2.5,2650.0,9380.0,1.0,0.0,0.0,5,8,1680.0,970.0,1975,98155,47.7756,-122.273,2310.0,9600.0,0,137031.0
10832,4.0,2.75,2490.0,17833.0,2.0,0.0,2.0,3,9,1490.0,1000.0,1979,98125,47.7206,-122.28399999999999,2640.0,16943.0,0,83222.0
10833,2.0,0.75,850.0,7710.0,1.0,0.0,2.0,5,6,550.0,300.0,1909,98108,47.5588,-122.301,2500.0,6022.0,0,54453.0
10834,4.0,2.0,1820.0,7200.0,1.0,0.0,0.0,3,7,1300.0,520.0,1976,98136,47.5161,-122.38799999999999,1770.0,8149.0,0,130156.0
10835,3.0,1.75,1960.0,4788.0,1.0,0.0,0.0,4,7,1090.0,870.0,1920,98115,47.6746,-122.31200000000001,1960.0,3960.0,0,129167.0
10836,3.0,1.75,2350.0,20820.0,1.0,0.0,0.0,4,8,1800.0,550.0,1978,98074,47.6095,-122.059,2040.0,10800.0,0,152332.0
10837,3.0,1.75,1320.0,6600.0,1.0,0.0,0.0,3,7,1320.0,0.0,1988,98168,47.4838,-122.33,1070.0,6594.0,0,77955.0
10838,4.0,2.5,3720.0,30649.0,2.0,0.0,0.0,3,10,3720.0,0.0,1988,98053,47.6651,-122.056,3220.0,29434.0,0,153750.0
10839,3.0,1.5,2210.0,6500.0,1.0,0.0,0.0,4,7,1030.0,1180.0,1912,98136,47.5434,-122.38799999999999,1750.0,6370.0,0,117434.0
10840,3.0,2.5,1910.0,11550.0,1.5,0.0,0.0,3,8,1910.0,0.0,2003,98074,47.6213,-122.064,2230.0,11550.0,0,180094.0
10841,4.0,2.5,2840.0,6268.0,2.0,0.0,0.0,3,9,2840.0,0.0,1998,98028,47.7386,-122.235,2790.0,6526.0,0,130139.0
10842,3.0,1.0,1320.0,5000.0,1.0,0.0,0.0,4,7,1090.0,230.0,1920,98107,47.6674,-122.365,1700.0,5000.0,0,129295.0
10843,3.0,2.5,2440.0,7600.0,1.0,0.0,0.0,3,7,1420.0,1020.0,1981,98052,47.6966,-122.12700000000001,2060.0,7700.0,0,126923.0
10844,4.0,2.5,2420.0,8056.0,1.0,0.0,0.0,3,8,1680.0,740.0,1988,98029,47.5748,-122.01299999999999,2160.0,6807.0,0,153814.0
10845,3.0,1.75,1180.0,6260.0,1.0,0.0,0.0,4,8,1180.0,0.0,1993,98038,47.3531,-122.04799999999999,1580.0,7272.0,0,96682.0
10846,3.0,2.25,1820.0,7420.0,2.0,0.0,0.0,4,8,1820.0,0.0,1983,98058,47.4368,-122.162,1900.0,7526.0,0,97000.0
10847,3.0,3.0,3760.0,8500.0,2.5,0.0,3.0,4,10,3060.0,700.0,1910,98116,47.5815,-122.398,2610.0,5500.0,0,143807.0
10848,3.0,2.25,1560.0,15340.0,2.0,0.0,0.0,3,7,1560.0,0.0,1997,98168,47.4989,-122.322,1560.0,8260.0,0,85273.0
10849,2.0,2.5,1790.0,5400.0,2.0,0.0,0.0,4,8,1790.0,0.0,1979,98052,47.6606,-122.12799999999999,1700.0,5760.0,0,145643.0
10850,3.0,1.0,1430.0,7000.0,1.0,0.0,0.0,3,6,1430.0,0.0,1968,98023,47.3018,-122.369,1050.0,7700.0,0,83571.0
10851,3.0,1.5,1390.0,11340.0,1.0,0.0,0.0,4,7,1390.0,0.0,1963,98031,47.3984,-122.186,1740.0,11340.0,0,89038.0
10852,3.0,1.0,990.0,10800.0,1.0,0.0,0.0,4,6,990.0,0.0,1959,98002,47.293,-122.215,1060.0,10364.0,0,53375.0
10853,3.0,1.75,1880.0,30346.0,1.0,0.0,0.0,3,8,1880.0,0.0,1988,98001,47.3515,-122.291,2260.0,5883.0,0,90343.0
10854,3.0,2.5,2520.0,5000.0,3.0,0.0,0.0,3,9,2520.0,0.0,1990,98106,47.5664,-122.359,1130.0,5000.0,0,101882.0
10855,4.0,1.5,2060.0,4000.0,1.5,0.0,2.0,3,7,1580.0,480.0,1920,98103,47.6857,-122.353,1160.0,4000.0,1,153980.0
10856,4.0,2.5,2150.0,7303.0,2.0,0.0,0.0,3,8,2150.0,0.0,2005,98056,47.5109,-122.18299999999999,1940.0,9569.0,0,113525.0
10857,5.0,2.5,2500.0,12220.0,1.0,0.0,0.0,3,8,1690.0,810.0,1962,98003,47.3335,-122.325,2130.0,12000.0,0,99605.0
10858,3.0,2.5,2390.0,9157.0,2.0,0.0,0.0,3,9,2390.0,0.0,1984,98052,47.6617,-122.15,2360.0,8250.0,0,130135.0
10859,4.0,2.5,2400.0,6137.0,2.0,0.0,0.0,3,8,2400.0,0.0,1990,98074,47.6187,-122.04,2120.0,7468.0,0,176950.0
10860,2.0,1.0,660.0,5000.0,1.0,0.0,0.0,3,6,660.0,0.0,1915,98106,47.5664,-122.36399999999999,1000.0,5000.0,0,101882.0
10861,4.0,2.5,1580.0,6633.0,2.0,0.0,0.0,4,7,1580.0,0.0,1984,98042,47.3768,-122.118,1590.0,6633.0,0,109554.0
10862,4.0,2.5,3250.0,8970.0,2.0,0.0,0.0,3,10,3250.0,0.0,1994,98075,47.5862,-122.037,3240.0,8449.0,0,163000.0
10863,3.0,2.0,1880.0,9659.0,1.0,0.0,0.0,3,8,1180.0,700.0,1951,98155,47.7497,-122.28399999999999,1780.0,9659.0,0,115000.0
10864,2.0,1.0,1190.0,11400.0,1.0,0.0,0.0,3,7,1190.0,0.0,1951,98178,47.5012,-122.265,1410.0,11400.0,0,101333.0
10865,3.0,3.5,1280.0,1257.0,2.0,0.0,0.0,3,8,1040.0,240.0,2000,98107,47.6721,-122.374,1280.0,1249.0,0,117243.0
10866,4.0,1.75,2380.0,15324.0,1.0,0.0,0.0,3,8,1610.0,770.0,1978,98074,47.6262,-122.04899999999999,2540.0,12608.0,0,176950.0
10867,3.0,2.5,2040.0,7605.0,2.0,0.0,0.0,3,8,2040.0,0.0,1996,98045,47.4876,-121.779,2150.0,7545.0,0,111186.0
10868,4.0,1.75,1440.0,4300.0,1.5,0.0,0.0,4,8,1290.0,150.0,1929,98117,47.6846,-122.37200000000001,1640.0,5000.0,0,125043.0
10869,3.0,2.5,2120.0,4310.0,2.0,0.0,0.0,3,7,2120.0,0.0,2001,98053,47.687,-122.037,2280.0,4380.0,0,173940.0
10870,2.0,2.0,990.0,5416.0,1.0,0.0,0.0,3,6,990.0,0.0,1935,98122,47.604,-122.311,1650.0,3360.0,0,114531.0
10871,3.0,1.0,1710.0,12000.0,1.0,0.0,0.0,4,7,1710.0,0.0,1972,98001,47.2616,-122.281,1310.0,9600.0,0,102803.0
10872,4.0,1.5,1840.0,7076.0,1.5,0.0,0.0,3,7,1840.0,0.0,1957,98106,47.5185,-122.345,1510.0,7320.0,0,67788.0
10873,4.0,1.0,1150.0,2560.0,1.5,0.0,0.0,3,7,1150.0,0.0,1909,98109,47.6368,-122.355,1890.0,3000.0,0,154135.0
10874,3.0,2.5,2250.0,8076.0,2.0,0.0,0.0,3,8,2250.0,0.0,1995,98038,47.3667,-122.041,2180.0,7244.0,0,124185.0
10875,3.0,2.5,2460.0,12600.0,1.0,0.0,0.0,4,8,1810.0,650.0,1970,98059,47.473,-122.118,1820.0,11180.0,0,109301.0
10876,4.0,1.0,1540.0,4500.0,1.5,0.0,0.0,2,7,1540.0,0.0,1905,98116,47.586999999999996,-122.384,1920.0,6000.0,0,155545.0
10877,4.0,2.25,2210.0,14073.0,1.0,0.0,0.0,3,8,1630.0,580.0,1978,98059,47.4774,-122.14200000000001,2340.0,11340.0,0,111824.0
10878,3.0,2.5,1440.0,5434.0,2.0,0.0,0.0,3,7,1440.0,0.0,2003,98053,47.6818,-122.03399999999999,1560.0,3770.0,0,173940.0
10879,3.0,1.75,1790.0,7650.0,1.0,0.0,3.0,3,9,1790.0,0.0,1978,98023,47.3213,-122.385,2540.0,7600.0,0,77212.0
10880,2.0,1.5,1120.0,1024.0,2.0,0.0,0.0,3,8,1120.0,0.0,1970,98122,47.6175,-122.29799999999999,1120.0,1549.0,1,127308.0
10881,3.0,2.5,1260.0,11877.0,1.0,0.0,0.0,3,7,1260.0,0.0,1975,98045,47.4442,-121.762,1430.0,9790.0,0,105469.0
10882,3.0,1.5,1180.0,12324.0,1.0,0.0,0.0,3,7,800.0,380.0,1981,98074,47.6337,-122.03200000000001,1280.0,11371.0,0,176042.0
10883,3.0,2.5,1730.0,8076.0,2.0,0.0,0.0,3,8,1730.0,0.0,1994,98003,47.2619,-122.30799999999999,1780.0,6930.0,0,91042.0
10884,4.0,3.0,2250.0,7245.0,1.0,0.0,0.0,4,7,1250.0,1000.0,1963,98005,47.6045,-122.169,1960.0,7245.0,0,124615.0
10885,3.0,1.5,1550.0,5034.0,2.0,0.0,0.0,4,7,1550.0,0.0,1922,98177,47.7072,-122.36,1820.0,7200.0,0,101848.0
10886,2.0,1.75,1070.0,9750.0,1.5,0.0,0.0,3,7,1070.0,0.0,1995,98014,47.7131,-121.319,970.0,9750.0,0,110500.0
10887,3.0,1.0,1460.0,9750.0,1.0,0.0,0.0,4,7,1460.0,0.0,1969,98042,47.3242,-122.14399999999999,1270.0,9750.0,0,105234.0
10888,2.0,1.0,1060.0,4000.0,1.0,0.0,0.0,4,7,1060.0,0.0,1910,98115,47.6731,-122.315,1770.0,4000.0,0,129167.0
10889,4.0,1.75,1840.0,9600.0,1.0,0.0,0.0,3,7,1220.0,620.0,1967,98052,47.6579,-122.125,1770.0,9720.0,0,145643.0
10890,3.0,2.5,2440.0,4244.0,2.0,0.0,0.0,3,8,2440.0,0.0,2011,98052,47.7057,-122.11200000000001,2690.0,4556.0,0,212961.0
10891,4.0,1.75,1700.0,14756.0,1.0,0.0,0.0,3,7,850.0,850.0,1955,98006,47.5762,-122.14299999999999,1680.0,10250.0,0,86989.0
10892,2.0,1.0,680.0,8064.0,1.0,0.0,0.0,3,6,680.0,0.0,1941,98188,47.468999999999994,-122.29799999999999,1340.0,10800.0,0,66000.0
10893,3.0,2.0,1700.0,8448.0,1.0,0.0,0.0,3,7,1700.0,0.0,1996,98022,47.2077,-122.01100000000001,1350.0,8587.0,0,59191.0
10894,3.0,1.75,2000.0,7111.0,1.0,0.0,0.0,4,7,1360.0,640.0,1956,98177,47.7676,-122.37299999999999,1830.0,9000.0,0,123287.0
10895,4.0,1.75,2340.0,5940.0,1.0,0.0,0.0,3,8,1290.0,1050.0,1953,98115,47.6789,-122.281,1930.0,5940.0,0,138125.0
10896,2.0,1.0,1120.0,7440.0,1.0,0.0,0.0,4,7,1120.0,0.0,1939,98155,47.7405,-122.323,1170.0,7440.0,0,82696.0
10897,2.0,2.0,1510.0,5133.0,1.5,0.0,0.0,3,7,1510.0,0.0,1939,98199,47.6415,-122.40100000000001,1470.0,6000.0,0,173322.0
10898,5.0,2.0,2120.0,2400.0,1.0,0.0,0.0,4,6,1080.0,1040.0,1906,98144,47.5979,-122.29700000000001,1690.0,4400.0,0,105461.0
10899,3.0,2.25,1500.0,8100.0,1.0,0.0,0.0,3,7,1210.0,290.0,1968,98055,47.4632,-122.19,1600.0,7896.0,0,66458.0
10900,2.0,1.0,1030.0,5934.0,1.0,0.0,0.0,4,7,1030.0,0.0,1928,98115,47.6828,-122.287,1420.0,5588.0,0,138125.0
10901,4.0,3.5,5440.0,38900.0,2.0,0.0,0.0,3,12,5440.0,0.0,1990,98053,47.6605,-122.069,4830.0,41313.0,0,112014.0
10902,2.0,1.0,1150.0,4400.0,1.0,0.0,0.0,4,7,1150.0,0.0,1905,98112,47.6226,-122.292,1240.0,4400.0,0,127308.0
10903,5.0,1.5,2420.0,43560.0,1.0,0.0,2.0,3,8,1500.0,920.0,1962,98022,47.208,-121.963,1620.0,17331.0,0,100473.0
10904,4.0,2.0,1750.0,8116.0,1.0,0.0,0.0,4,5,1750.0,0.0,1943,98056,47.5097,-122.181,1440.0,7865.0,0,113525.0
10905,4.0,2.0,1750.0,8116.0,1.0,0.0,0.0,4,5,1750.0,0.0,1943,98056,47.5097,-122.181,1440.0,7865.0,0,113525.0
10906,4.0,2.5,2170.0,14024.0,2.0,0.0,0.0,3,8,2170.0,0.0,1992,98019,47.7346,-121.97,2240.0,14029.0,0,154766.0
10907,3.0,2.0,2540.0,237402.0,1.0,0.0,0.0,3,9,2540.0,0.0,2007,98022,47.2688,-122.024,2200.0,229125.0,0,94917.0
10908,3.0,2.5,1690.0,3827.0,2.0,0.0,0.0,3,7,1690.0,0.0,2005,98053,47.6768,-122.029,1690.0,3129.0,0,173940.0
10909,4.0,1.0,1600.0,4500.0,1.5,0.0,0.0,4,7,1600.0,0.0,1926,98115,47.6804,-122.316,1720.0,4500.0,0,132596.0
10910,3.0,1.0,1060.0,7900.0,1.0,0.0,0.0,3,7,1060.0,0.0,1961,98058,47.4604,-122.18,1310.0,7900.0,1,86818.0
10911,2.0,1.75,1990.0,6549.0,1.0,0.0,0.0,3,7,1170.0,820.0,1948,98115,47.7,-122.296,1640.0,7202.0,0,149125.0
10912,4.0,2.25,2210.0,9371.0,2.0,0.0,0.0,4,8,2210.0,0.0,1968,98032,47.3634,-122.279,2300.0,11584.0,0,65062.0
10913,4.0,2.75,3090.0,7650.0,2.0,0.0,2.0,3,8,2340.0,750.0,1959,98042,47.3622,-122.15700000000001,2760.0,10370.0,1,98333.0
10914,3.0,2.0,1050.0,10072.0,1.0,0.0,0.0,3,7,1050.0,0.0,1986,98019,47.7341,-121.976,1130.0,10087.0,0,154766.0
10915,5.0,1.75,2550.0,71874.0,1.0,0.0,0.0,5,7,1810.0,740.0,1960,98027,47.4845,-122.08,2170.0,51400.0,0,109301.0
10916,4.0,2.5,2095.0,4400.0,1.5,0.0,0.0,5,8,1295.0,800.0,1910,98116,47.5838,-122.39,1980.0,4400.0,0,155545.0
10917,3.0,1.75,1520.0,12282.0,1.0,0.0,0.0,3,8,1220.0,300.0,1978,98155,47.7516,-122.29899999999999,1860.0,13500.0,0,115000.0
10918,5.0,2.5,2750.0,12350.0,2.0,0.0,0.0,3,8,2750.0,0.0,1987,98031,47.419,-122.206,1650.0,9810.0,0,101304.0
10919,3.0,1.75,1200.0,9266.0,1.0,0.0,0.0,4,7,1200.0,0.0,1960,98002,47.31399999999999,-122.208,1200.0,9266.0,0,68115.0
10920,3.0,1.75,1830.0,9720.0,1.0,0.0,1.0,3,7,1150.0,680.0,1928,98040,47.5511,-122.23,3380.0,10854.0,0,203875.0
10921,3.0,1.0,1160.0,7202.0,1.0,0.0,0.0,4,7,1160.0,0.0,1957,98133,47.7675,-122.334,1620.0,8598.0,0,90028.0
10922,3.0,2.0,1750.0,9239.0,1.0,0.0,0.0,3,8,1410.0,340.0,1989,98133,47.7583,-122.339,1720.0,7874.0,0,114688.0
10923,4.0,2.5,2400.0,7693.0,2.0,0.0,0.0,3,8,2400.0,0.0,2003,98059,47.4881,-122.14200000000001,2400.0,8038.0,0,111824.0
10924,5.0,3.5,4140.0,6770.0,2.0,0.0,0.0,3,9,3030.0,1110.0,2004,98027,47.5381,-122.069,3960.0,5431.0,0,182870.0
10925,4.0,2.25,2115.0,6234.0,2.0,0.0,0.0,3,7,2115.0,0.0,1998,98002,47.285,-122.20100000000001,2440.0,6366.0,0,68750.0
10926,3.0,2.0,2580.0,15653.0,1.5,0.0,0.0,3,9,2580.0,0.0,1990,98166,47.4561,-122.361,1920.0,9840.0,0,104412.0
10927,3.0,1.0,1220.0,3400.0,1.0,0.0,0.0,3,7,1060.0,160.0,1927,98117,47.6775,-122.363,1350.0,3750.0,0,127337.0
10928,2.0,1.5,1630.0,3780.0,1.0,0.0,0.0,4,7,890.0,740.0,1940,98107,47.6711,-122.40299999999999,1770.0,6400.0,0,104979.0
10929,2.0,2.0,1350.0,4220.0,1.0,0.0,0.0,3,8,1350.0,0.0,2004,98053,47.718,-122.03399999999999,1350.0,4409.0,0,113807.0
10930,3.0,2.5,1690.0,2890.0,2.0,0.0,0.0,3,7,1690.0,0.0,2004,98053,47.6802,-122.031,1690.0,2730.0,0,173940.0
10931,2.0,2.25,1700.0,2383.0,2.0,0.0,0.0,3,8,1700.0,0.0,2005,98029,47.547,-121.99700000000001,1700.0,2700.0,0,139094.0
10932,4.0,2.25,1890.0,7616.0,1.0,0.0,0.0,4,8,1260.0,630.0,1979,98003,47.3275,-122.329,1890.0,7420.0,0,60000.0
10933,2.0,1.0,850.0,5250.0,1.0,0.0,0.0,4,7,850.0,0.0,1950,98133,47.731,-122.34200000000001,1440.0,5250.0,0,100263.0
10934,4.0,2.5,2480.0,12688.0,1.0,0.0,0.0,4,9,1820.0,660.0,1967,98004,47.6344,-122.205,2910.0,11979.0,0,175395.0
10935,3.0,2.5,1690.0,3129.0,2.0,0.0,0.0,3,7,1690.0,0.0,2002,98053,47.6875,-122.04299999999999,1690.0,3129.0,0,173940.0
10936,2.0,1.0,810.0,8424.0,1.0,0.0,0.0,4,6,810.0,0.0,1959,98023,47.3286,-122.346,820.0,8424.0,0,71563.0
10937,4.0,2.5,3980.0,16304.0,1.0,0.0,1.0,3,10,2480.0,1500.0,1968,98004,47.638999999999996,-122.21,3980.0,16304.0,0,230556.0
10938,3.0,2.25,2580.0,6000.0,2.0,0.0,0.0,3,8,1780.0,800.0,1925,98144,47.5778,-122.289,2300.0,5995.0,0,141360.0
10939,5.0,4.5,6085.0,142725.0,3.0,0.0,0.0,3,11,6085.0,0.0,2000,98014,47.6085,-121.95200000000001,4830.0,128457.0,0,122895.0
10940,2.0,1.75,2140.0,5000.0,1.0,0.0,0.0,3,7,1000.0,1140.0,1930,98112,47.6284,-122.291,2250.0,4000.0,1,250000.0
10941,2.0,1.75,1360.0,10000.0,1.0,0.0,0.0,3,6,1360.0,0.0,1957,98019,47.7421,-121.98200000000001,1430.0,10000.0,1,150500.0
10942,4.0,1.5,1800.0,3245.0,1.5,0.0,0.0,4,8,1800.0,0.0,1929,98103,47.6605,-122.331,1800.0,4275.0,0,138494.0
10943,3.0,2.5,1920.0,3867.0,2.0,0.0,0.0,3,8,1920.0,0.0,2005,98029,47.5538,-121.994,2190.0,3841.0,0,139094.0
10944,3.0,1.0,860.0,5060.0,1.5,0.0,0.0,3,7,860.0,0.0,1927,98133,47.7062,-122.34100000000001,880.0,5060.0,0,109919.0
10945,3.0,2.5,2340.0,35021.0,1.0,0.0,0.0,3,9,2340.0,0.0,1986,98038,47.3988,-122.02799999999999,2630.0,35190.0,0,106667.0
10946,8.0,2.75,4040.0,20666.0,1.0,0.0,0.0,4,9,2020.0,2020.0,1962,98004,47.63399999999999,-122.221,3670.0,20500.0,0,230556.0
10947,3.0,1.75,1160.0,5082.0,1.0,0.0,0.0,3,6,580.0,580.0,1942,98178,47.503,-122.262,1730.0,6000.0,0,101333.0
10948,3.0,2.25,1680.0,57063.0,2.0,0.0,0.0,4,8,1680.0,0.0,1989,98045,47.4669,-121.765,1910.0,57063.0,0,105469.0
10949,3.0,1.0,1280.0,3870.0,1.0,0.0,0.0,3,7,640.0,640.0,1945,98122,47.6163,-122.294,1280.0,4800.0,0,127308.0
10950,4.0,1.5,1800.0,9576.0,1.0,0.0,0.0,4,7,1800.0,0.0,1977,98045,47.4664,-121.74700000000001,1370.0,9576.0,0,105469.0
10951,6.0,3.25,4250.0,23326.0,1.0,0.0,3.0,3,10,2150.0,2100.0,1967,98003,47.34,-122.32700000000001,3370.0,15983.0,0,99605.0
10952,4.0,2.5,2400.0,4596.0,2.0,0.0,0.0,3,8,2400.0,0.0,2004,98001,47.3358,-122.265,2230.0,4763.0,0,88125.0
10953,2.0,1.0,940.0,6350.0,1.0,0.0,0.0,4,5,940.0,0.0,1942,98103,47.698,-122.35700000000001,1490.0,6350.0,0,104083.0
10954,3.0,1.0,1110.0,7208.0,1.0,0.0,0.0,3,7,1110.0,0.0,1980,98052,47.6979,-122.124,1440.0,7210.0,0,151786.0
10955,3.0,2.25,2420.0,7548.0,1.0,0.0,0.0,4,8,1370.0,1050.0,1967,98023,47.3112,-122.376,2150.0,8000.0,0,108824.0
10956,3.0,2.5,1850.0,1499.0,2.5,0.0,0.0,3,9,1790.0,60.0,2005,98199,47.6475,-122.396,1770.0,1539.0,0,133555.0
10957,4.0,2.5,2020.0,4350.0,2.0,0.0,0.0,5,9,1730.0,290.0,1943,98199,47.6503,-122.41,1620.0,5800.0,0,173322.0
10958,4.0,2.5,2020.0,4350.0,2.0,0.0,0.0,5,9,1730.0,290.0,1943,98199,47.6503,-122.41,1620.0,5800.0,0,173322.0
10959,3.0,2.5,1830.0,65340.0,1.0,0.0,0.0,3,8,1520.0,310.0,1991,98045,47.4553,-121.75,2100.0,84942.0,0,105469.0
10960,4.0,1.75,1920.0,6000.0,1.0,0.0,0.0,4,7,960.0,960.0,1954,98125,47.7137,-122.315,1850.0,7200.0,0,70781.0
10961,2.0,1.75,1280.0,8500.0,1.0,0.0,0.0,3,7,1280.0,0.0,1953,98033,47.6553,-122.19,1950.0,10356.0,1,162583.0
10962,4.0,2.5,3130.0,5240.0,2.0,0.0,0.0,3,8,3130.0,0.0,2004,98038,47.3446,-122.042,2470.0,5240.0,0,96682.0
10963,4.0,2.5,3920.0,12415.0,2.0,0.0,0.0,3,10,3920.0,0.0,1997,98075,47.5658,-122.03200000000001,3639.0,12805.0,0,127148.0
10964,4.0,2.75,3100.0,3773.0,2.0,0.0,0.0,3,8,2000.0,1100.0,1919,98122,47.6158,-122.291,2130.0,3777.0,1,183611.0
10965,4.0,2.5,3220.0,15600.0,1.0,0.0,0.0,5,9,1680.0,1540.0,1973,98006,47.5697,-122.182,2990.0,15600.0,0,191774.0
10966,3.0,2.0,1670.0,13775.0,1.0,0.0,0.0,3,8,1670.0,0.0,1968,98045,47.4873,-121.78299999999999,2130.0,14500.0,0,111186.0
10967,4.0,2.5,2700.0,17853.0,2.0,0.0,0.0,4,9,2700.0,0.0,1960,98004,47.6463,-122.219,3790.0,16672.0,0,230556.0
10968,4.0,2.0,5461.0,22880.0,1.0,0.0,0.0,4,9,3265.0,2196.0,1964,98032,47.3557,-122.29,1940.0,10995.0,0,90343.0
10969,4.0,3.25,4400.0,16625.0,2.0,0.0,0.0,3,11,4400.0,0.0,2003,98075,47.5868,-121.96799999999999,4440.0,15523.0,0,208056.0
10970,3.0,1.75,2190.0,8500.0,1.0,0.0,0.0,4,9,2190.0,0.0,1957,98112,47.64,-122.285,2850.0,8868.0,0,250000.0
10971,4.0,1.5,1200.0,11163.0,1.5,0.0,0.0,4,6,1200.0,0.0,1970,98092,47.3024,-122.10600000000001,1200.0,11163.0,0,105234.0
10972,3.0,1.75,1470.0,10390.0,1.0,0.0,0.0,3,7,1470.0,0.0,1989,98031,47.4192,-122.20100000000001,1770.0,7507.0,0,101304.0
10973,3.0,1.75,1650.0,5000.0,1.5,0.0,0.0,4,8,1650.0,0.0,1900,98107,47.6743,-122.37100000000001,1630.0,5000.0,0,153942.0
10974,5.0,1.75,1840.0,10453.0,1.0,0.0,2.0,3,8,1360.0,480.0,1948,98166,47.4508,-122.368,2250.0,11250.0,0,104412.0
10975,3.0,1.0,1210.0,6650.0,1.0,0.0,0.0,3,6,1210.0,0.0,1959,98008,47.6214,-122.12,990.0,7590.0,0,108864.0
10976,3.0,2.5,1870.0,8541.0,2.0,0.0,0.0,3,8,1870.0,0.0,1989,98023,47.2925,-122.346,2150.0,7789.0,0,88636.0
10977,4.0,3.25,3890.0,422096.0,1.5,0.0,0.0,3,9,3150.0,740.0,2001,98038,47.4125,-121.98200000000001,2180.0,229996.0,0,106667.0
10978,4.0,2.25,2660.0,11200.0,2.0,0.0,0.0,4,8,2660.0,0.0,1972,98059,47.4722,-122.131,2090.0,11120.0,0,109301.0
10979,2.0,1.0,1150.0,7552.0,1.0,0.0,0.0,3,7,1150.0,0.0,1951,98125,47.7215,-122.323,1150.0,7346.0,0,74818.0
10980,4.0,1.75,1740.0,4816.0,1.0,0.0,0.0,5,7,870.0,870.0,1942,98116,47.5758,-122.382,1210.0,5074.0,0,131418.0
10981,6.0,3.0,2580.0,8064.0,1.5,0.0,0.0,3,7,1880.0,700.0,1913,98118,47.5549,-122.287,1510.0,6084.0,0,84861.0
10982,4.0,1.75,1720.0,6975.0,1.0,0.0,0.0,3,8,1420.0,300.0,1975,98052,47.6506,-122.12100000000001,2210.0,7875.0,0,133917.0
10983,3.0,2.5,2740.0,18455.0,2.0,0.0,1.0,4,10,1510.0,1230.0,1977,98040,47.5585,-122.215,2840.0,16438.0,0,193611.0
10984,3.0,2.75,2610.0,11290.0,1.0,0.0,0.0,3,7,1630.0,980.0,1985,98033,47.6632,-122.20100000000001,2570.0,9125.0,0,162583.0
10985,3.0,1.75,1400.0,7920.0,1.0,0.0,0.0,3,7,1400.0,0.0,1965,98034,47.7312,-122.20200000000001,1310.0,7876.0,0,109727.0
10986,3.0,2.0,2570.0,28500.0,1.0,0.0,0.0,3,9,1970.0,600.0,1983,98052,47.7318,-122.13799999999999,3070.0,32400.0,0,212961.0
10987,4.0,2.75,2830.0,7334.0,2.0,0.0,0.0,3,8,2830.0,0.0,2005,98059,47.4868,-122.141,2830.0,7378.0,0,111824.0
10988,5.0,2.25,2630.0,8625.0,2.0,0.0,0.0,3,8,2630.0,0.0,1966,98032,47.3619,-122.287,1880.0,8670.0,0,65062.0
10989,3.0,2.5,1580.0,7918.0,2.0,0.0,0.0,3,7,1580.0,0.0,1994,98055,47.4431,-122.19,1650.0,7916.0,0,83189.0
10990,3.0,2.0,1540.0,10931.0,1.0,0.0,3.0,3,7,1540.0,0.0,1989,98045,47.495,-121.77600000000001,1570.0,10485.0,0,111186.0
10991,3.0,1.0,2120.0,7735.0,1.0,0.0,0.0,4,7,1060.0,1060.0,1967,98059,47.4869,-122.12299999999999,1010.0,8570.0,0,109301.0
10992,3.0,1.75,1830.0,10000.0,2.0,0.0,0.0,4,7,1830.0,0.0,1913,98019,47.74100000000001,-121.979,1480.0,10000.0,1,150500.0
10993,3.0,2.5,2260.0,10153.0,2.0,0.0,0.0,3,10,2260.0,0.0,1987,98074,47.64100000000001,-122.068,2740.0,10153.0,0,180094.0
10994,4.0,1.75,2500.0,92347.0,1.0,0.0,0.0,4,8,1500.0,1000.0,1970,98040,47.5345,-122.21600000000001,3750.0,20267.0,0,218393.0
10995,3.0,3.25,1830.0,1804.0,3.0,0.0,0.0,3,8,1830.0,0.0,2014,98117,47.6945,-122.37700000000001,1830.0,1804.0,0,154792.0
